Task name,Task description,Start time,End time,Duration,Duration in hours,Note,Tag
phi,NA,15/03/2019 8:51 pm,15/03/2019 9:02 pm,00:11:36,0.1935027,NA,phi
phi,NA,15/03/2019 9:07 pm,15/03/2019 9:07 pm,00:00:02,6.813e-4,NA,phi
phi,NA,15/03/2019 9:07 pm,15/03/2019 9:07 pm,00:00:31,0.0088748,NA,phi
phi,NA,15/03/2019 9:07 pm,15/03/2019 9:17 pm,00:10:06,0.1683798,NA,phi
phi,NA,15/03/2019 9:17 pm,15/03/2019 9:36 pm,00:18:44,0.3122986,NA,phi
review,NA,16/03/2019 12:05 pm,16/03/2019 12:12 pm,00:06:40,0.1111173,NA,psi
psi,NA,16/03/2019 12:12 pm,16/03/2019 12:15 pm,00:02:45,0.0461067,NA,psi
review,NA,16/03/2019 12:15 pm,16/03/2019 12:18 pm,00:03:17,0.0549611,NA,psi
psi,NA,16/03/2019 12:18 pm,16/03/2019 12:18 pm,00:00:02,6.78e-4,NA,psi
theta,NA,16/03/2019 12:18 pm,16/03/2019 12:19 pm,00:01:05,0.0181913,NA,theta
psi,NA,16/03/2019 12:19 pm,16/03/2019 12:36 pm,00:16:31,0.2754392,NA,psi
housework  errands,NA,16/03/2019 12:36 pm,16/03/2019 12:38 pm,00:02:29,0.0414267,NA,wellness
review,NA,16/03/2019 12:38 pm,16/03/2019 12:38 pm,00:00:07,0.0021556,NA,psi
psi,NA,16/03/2019 12:38 pm,16/03/2019 12:43 pm,00:04:37,0.0771078,NA,psi
review,NA,16/03/2019 12:43 pm,16/03/2019 12:45 pm,00:02:19,0.0387438,NA,psi
review,NA,16/03/2019 12:50 pm,16/03/2019 12:50 pm,00:00:11,0.0031612,NA,psi
phi,NA,16/03/2019 12:50 pm,16/03/2019 12:52 pm,00:01:26,0.0239286,NA,phi
phi,NA,16/03/2019 12:52 pm,16/03/2019 12:57 pm,00:04:50,0.0806245,NA,phi
theta,NA,16/03/2019 1:12 pm,16/03/2019 1:14 pm,00:02:53,0.0482497,NA,theta
review,NA,16/03/2019 1:14 pm,16/03/2019 1:15 pm,00:00:34,0.0095167,NA,psi
phi,NA,16/03/2019 1:45 pm,16/03/2019 1:45 pm,00:00:00,1.879e-4,NA,phi
theta,NA,16/03/2019 1:45 pm,16/03/2019 2:05 pm,00:20:36,0.3434086,NA,theta
review,NA,16/03/2019 2:05 pm,16/03/2019 2:11 pm,00:05:34,0.0930338,NA,psi
review,NA,16/03/2019 3:54 pm,16/03/2019 3:56 pm,00:02:17,0.0381145,NA,psi
phi,NA,16/03/2019 3:56 pm,16/03/2019 4:13 pm,00:16:43,0.2788108,NA,phi
theta,NA,16/03/2019 4:13 pm,16/03/2019 4:30 pm,00:16:59,0.283306,NA,theta
review,NA,16/03/2019 4:30 pm,16/03/2019 5:10 pm,00:40:12,0.6702212,NA,psi
Collaboration,NA,16/03/2019 5:12 pm,16/03/2019 5:12 pm,00:00:00,2.267e-4,NA,theta
phi,NA,16/03/2019 5:12 pm,16/03/2019 5:12 pm,00:00:15,0.0041844,NA,phi
review,NA,16/03/2019 7:44 pm,16/03/2019 7:50 pm,00:05:25,0.0904931,NA,psi
phi,NA,16/03/2019 7:50 pm,16/03/2019 8:51 pm,01:01:44,1.028913,NA,phi
Collaboration,NA,16/03/2019 8:51 pm,16/03/2019 8:51 pm,00:00:01,3.569e-4,NA,theta
review,NA,16/03/2019 8:51 pm,16/03/2019 8:52 pm,00:00:48,0.0135591,NA,psi
phi,NA,16/03/2019 8:52 pm,16/03/2019 9:33 pm,00:40:38,0.6772226,NA,phi
phi,NA,16/03/2019 9:53 pm,16/03/2019 9:58 pm,00:04:12,0.0702293,NA,phi
review,NA,16/03/2019 9:58 pm,16/03/2019 10:00 pm,00:02:09,0.0359067,NA,psi
phi,NA,17/03/2019 11:43 am,17/03/2019 11:53 am,00:10:55,0.1820313,NA,phi
phi,NA,17/03/2019 12:24 pm,17/03/2019 12:26 pm,00:01:41,0.0282207,NA,phi
review,NA,17/03/2019 1:38 pm,17/03/2019 2:00 pm,00:22:01,0.3669846,NA,psi
review,NA,17/03/2019 2:03 pm,17/03/2019 2:05 pm,00:02:16,0.0379527,NA,psi
review,NA,17/03/2019 2:10 pm,17/03/2019 2:10 pm,00:00:09,0.0027044,NA,psi
psi,NA,17/03/2019 2:10 pm,17/03/2019 2:37 pm,00:26:00,0.4335688,NA,psi
review,NA,17/03/2019 2:37 pm,17/03/2019 2:39 pm,00:02:22,0.0395661,NA,psi
psi,NA,17/03/2019 4:28 pm,17/03/2019 4:28 pm,00:00:00,2.508e-4,NA,psi
theta,NA,17/03/2019 4:47 pm,17/03/2019 4:49 pm,00:01:19,0.022125,NA,theta
psi,NA,17/03/2019 4:49 pm,17/03/2019 4:51 pm,00:01:48,0.030123,NA,psi
review,NA,17/03/2019 4:51 pm,17/03/2019 5:00 pm,00:09:52,0.1645238,NA,psi
phi,NA,17/03/2019 5:00 pm,17/03/2019 5:22 pm,00:21:28,0.3579112,NA,phi
theta,NA,17/03/2019 5:22 pm,17/03/2019 5:54 pm,00:32:20,0.5390195,NA,theta
psi,NA,17/03/2019 5:54 pm,17/03/2019 5:57 pm,00:02:50,0.0472575,NA,psi
theta,NA,17/03/2019 5:57 pm,17/03/2019 6:06 pm,00:08:29,0.141551,NA,theta
phi,NA,17/03/2019 6:06 pm,17/03/2019 6:06 pm,00:00:00,1.492e-4,NA,phi
review,NA,17/03/2019 6:06 pm,17/03/2019 6:08 pm,00:01:52,0.0311535,NA,psi
theta,NA,17/03/2019 6:12 pm,17/03/2019 6:17 pm,00:05:24,0.0901352,NA,theta
housework  errands,NA,17/03/2019 6:17 pm,17/03/2019 6:29 pm,00:11:22,0.1896843,NA,wellness
theta,NA,17/03/2019 6:49 pm,17/03/2019 6:54 pm,00:05:21,0.0892192,NA,theta
phi,NA,17/03/2019 6:54 pm,17/03/2019 6:58 pm,00:03:57,0.0660706,NA,phi
theta,NA,17/03/2019 6:58 pm,17/03/2019 7:00 pm,00:01:41,0.0282929,NA,theta
psi,NA,17/03/2019 7:00 pm,17/03/2019 7:03 pm,00:03:19,0.055501,NA,psi
review,NA,17/03/2019 7:03 pm,17/03/2019 7:07 pm,00:04:07,0.0687741,NA,psi
theta,NA,17/03/2019 7:07 pm,17/03/2019 7:07 pm,00:00:12,0.0034622,NA,theta
review,NA,17/03/2019 7:07 pm,17/03/2019 7:10 pm,00:02:16,0.0378649,NA,psi
phi,NA,17/03/2019 7:10 pm,17/03/2019 7:25 pm,00:15:42,0.2616951,NA,phi
psi,NA,17/03/2019 7:25 pm,17/03/2019 7:29 pm,00:04:02,0.0674684,NA,psi
review,NA,17/03/2019 7:29 pm,17/03/2019 7:31 pm,00:01:17,0.0215784,NA,psi
housework  errands,NA,17/03/2019 7:31 pm,17/03/2019 7:45 pm,00:13:58,0.2328718,NA,wellness
Collaboration,NA,17/03/2019 7:45 pm,17/03/2019 7:45 pm,00:00:07,0.0020183,NA,theta
review,NA,17/03/2019 7:45 pm,17/03/2019 7:45 pm,00:00:38,0.0106756,NA,psi
review,NA,18/03/2019 9:08 am,18/03/2019 9:16 am,00:07:52,0.1312724,NA,psi
psi,NA,18/03/2019 9:16 am,18/03/2019 9:18 am,00:02:08,0.0356825,NA,psi
review,NA,18/03/2019 9:18 am,18/03/2019 9:27 am,00:08:46,0.1462483,NA,psi
psi,NA,18/03/2019 9:27 am,18/03/2019 9:27 am,00:00:02,6.263e-4,NA,psi
review,NA,18/03/2019 10:19 am,18/03/2019 10:19 am,00:00:21,0.0060098,NA,psi
psi,NA,18/03/2019 10:19 am,18/03/2019 10:21 am,00:02:12,0.0366936,NA,psi
review,NA,18/03/2019 10:21 am,18/03/2019 10:25 am,00:03:55,0.0653148,NA,psi
Collaboration,NA,18/03/2019 10:25 am,18/03/2019 10:31 am,00:05:26,0.0907394,NA,theta
phi,NA,18/03/2019 10:31 am,18/03/2019 10:32 am,00:01:28,0.0245656,NA,phi
phi,NA,18/03/2019 10:36 am,18/03/2019 11:06 am,00:30:22,0.5062624,NA,phi
review,NA,18/03/2019 11:06 am,18/03/2019 11:09 am,00:02:47,0.046560699999999997,NA,psi
phi,NA,18/03/2019 12:25 pm,18/03/2019 12:45 pm,00:20:15,0.3375082,NA,phi
review,NA,18/03/2019 12:45 pm,18/03/2019 12:50 pm,00:04:39,0.0776232,NA,psi
phi,NA,18/03/2019 12:50 pm,18/03/2019 1:12 pm,00:21:51,0.3644043,NA,phi
psi,NA,18/03/2019 1:12 pm,18/03/2019 1:15 pm,00:02:49,0.0471088,NA,psi
review,NA,18/03/2019 1:15 pm,18/03/2019 1:15 pm,00:00:34,0.0096994,NA,psi
review,NA,18/03/2019 4:33 pm,18/03/2019 4:33 pm,00:00:16,0.0045374,NA,psi
phi,NA,18/03/2019 4:33 pm,18/03/2019 4:38 pm,00:04:24,0.0735981,NA,phi
psi,NA,18/03/2019 4:38 pm,18/03/2019 5:04 pm,00:26:31,0.4421977,NA,psi
review,NA,18/03/2019 5:04 pm,18/03/2019 5:05 pm,00:01:04,0.0178104,NA,psi
review,NA,18/03/2019 5:05 pm,18/03/2019 5:06 pm,00:00:45,0.0127189,NA,psi
psi,NA,18/03/2019 5:06 pm,18/03/2019 5:09 pm,00:02:41,0.0448568,NA,psi
housework  errands,NA,18/03/2019 5:10 pm,18/03/2019 5:31 pm,00:21:02,0.3507129,NA,wellness
review,NA,18/03/2019 5:33 pm,18/03/2019 5:34 pm,00:00:55,0.015507,NA,psi
review,NA,18/03/2019 5:38 pm,18/03/2019 5:43 pm,00:05:02,0.0840971,NA,psi
phi,NA,18/03/2019 5:50 pm,18/03/2019 5:58 pm,00:07:03,0.1176916,NA,phi
phi,NA,18/03/2019 8:12 pm,18/03/2019 8:13 pm,00:00:55,0.0153815,NA,phi
phi,NA,18/03/2019 8:13 pm,18/03/2019 8:14 pm,00:00:53,0.0149438,NA,phi
phi,NA,18/03/2019 8:18 pm,18/03/2019 8:20 pm,00:01:56,0.0324569,NA,phi
theta,NA,18/03/2019 8:26 pm,18/03/2019 8:48 pm,00:22:08,0.3691395,NA,theta
psi,NA,18/03/2019 9:00 pm,18/03/2019 9:00 pm,00:00:36,0.0100895,NA,psi
Collaboration,NA,19/03/2019 8:31 am,19/03/2019 8:31 am,00:00:00,2.731e-4,NA,theta
review,NA,19/03/2019 8:31 am,19/03/2019 8:38 am,00:07:08,0.1189659,NA,psi
review,NA,19/03/2019 8:42 am,19/03/2019 8:45 am,00:03:09,0.0526404,NA,psi
psi,NA,19/03/2019 8:45 am,19/03/2019 8:47 am,00:01:52,0.0311806,NA,psi
review,NA,19/03/2019 8:47 am,19/03/2019 8:48 am,00:00:49,0.0136613,NA,psi
psi,NA,19/03/2019 8:48 am,19/03/2019 8:51 am,00:03:48,0.0633641,NA,psi
review,NA,19/03/2019 11:15 am,19/03/2019 11:19 am,00:04:00,0.0667578,NA,psi
phi,NA,19/03/2019 11:30 am,19/03/2019 11:30 am,00:00:02,6.198e-4,NA,phi
phi,NA,19/03/2019 11:30 am,19/03/2019 12:01 pm,00:30:05,0.5015375,NA,phi
phi,NA,20/03/2019 2:00 am,20/03/2019 3:00 am,01:00:00,1,NA,phi
phi,NA,20/03/2019 8:51 am,20/03/2019 9:03 am,00:12:24,0.2066877,NA,phi
Blog  crafts  wellness,NA,21/03/2019 11:24 am,21/03/2019 11:24 am,00:00:01,3.121e-4,NA,wellness
review,NA,21/03/2019 1:11 pm,21/03/2019 1:12 pm,00:01:16,0.0213456,NA,psi
review,NA,21/03/2019 1:14 pm,21/03/2019 1:19 pm,00:05:45,0.0960947,NA,psi
psi,NA,21/03/2019 1:19 pm,21/03/2019 1:21 pm,00:01:59,0.0330832,NA,psi
review,NA,21/03/2019 1:21 pm,21/03/2019 1:25 pm,00:03:44,0.0624163,NA,psi
theta,NA,21/03/2019 1:25 pm,21/03/2019 1:49 pm,00:23:29,0.3914025,NA,theta
psi,NA,21/03/2019 1:49 pm,21/03/2019 1:57 pm,00:08:08,0.1356043,NA,psi
review,NA,21/03/2019 1:57 pm,21/03/2019 2:04 pm,00:07:28,0.1245207,NA,psi
phi,NA,21/03/2019 3:22 pm,21/03/2019 3:23 pm,00:01:00,0.0168206,NA,phi
theta,NA,21/03/2019 3:23 pm,21/03/2019 3:36 pm,00:13:06,0.2186012,NA,theta
review,NA,21/03/2019 3:36 pm,21/03/2019 3:39 pm,00:02:47,0.0464191,NA,psi
phi,NA,21/03/2019 3:39 pm,21/03/2019 3:42 pm,00:02:54,0.0485904,NA,phi
theta,NA,21/03/2019 3:42 pm,21/03/2019 3:48 pm,00:06:20,0.1057537,NA,theta
review,NA,21/03/2019 3:48 pm,21/03/2019 3:50 pm,00:01:33,0.0258827,NA,psi
review,NA,21/03/2019 3:51 pm,21/03/2019 3:52 pm,00:00:47,0.0130613,NA,psi
phi,NA,21/03/2019 3:52 pm,21/03/2019 4:12 pm,00:20:03,0.3343758,NA,phi
theta,NA,21/03/2019 4:12 pm,21/03/2019 4:14 pm,00:02:16,0.0378163,NA,theta
phi,NA,21/03/2019 4:14 pm,21/03/2019 4:32 pm,00:17:39,0.294269,NA,phi
phi,NA,21/03/2019 5:01 pm,21/03/2019 5:21 pm,00:20:03,0.3342066,NA,phi
review,NA,21/03/2019 7:40 pm,21/03/2019 7:43 pm,00:03:15,0.0543944,NA,psi
phi,NA,21/03/2019 7:43 pm,21/03/2019 8:35 pm,00:52:36,0.8766926,NA,phi
theta,NA,21/03/2019 8:37 pm,21/03/2019 8:39 pm,00:01:23,0.0230678,NA,theta
review,NA,21/03/2019 8:39 pm,21/03/2019 8:39 pm,00:00:46,0.0128208,NA,psi
phi,NA,21/03/2019 8:39 pm,21/03/2019 8:55 pm,00:15:51,0.2641799,NA,phi
review,NA,22/03/2019 2:27 pm,22/03/2019 2:39 pm,00:11:42,0.195088,NA,psi
psi,NA,22/03/2019 2:45 pm,22/03/2019 2:58 pm,00:13:47,0.2299797,NA,psi
review,NA,22/03/2019 2:58 pm,22/03/2019 2:59 pm,00:00:21,0.0060434,NA,psi
review,NA,22/03/2019 3:01 pm,22/03/2019 3:03 pm,00:01:22,0.0228385,NA,psi
phi,NA,22/03/2019 3:03 pm,22/03/2019 3:19 pm,00:15:51,0.2644033,NA,phi
review,NA,22/03/2019 3:19 pm,22/03/2019 3:19 pm,00:00:20,0.0058225,NA,psi
phi,NA,22/03/2019 3:21 pm,22/03/2019 3:33 pm,00:12:00,0.2000978,NA,phi
review,NA,23/03/2019 9:46 am,23/03/2019 9:52 am,00:06:40,0.1113016,NA,psi
phi,NA,23/03/2019 10:13 am,23/03/2019 10:38 am,00:24:58,0.4162898,NA,phi
phi,NA,23/03/2019 1:06 pm,23/03/2019 2:05 pm,00:58:58,0.9827801,NA,phi
review,NA,24/03/2019 10:39 am,24/03/2019 10:43 am,00:03:40,0.0613853,NA,psi
psi,NA,24/03/2019 10:43 am,24/03/2019 10:50 am,00:06:45,0.1126024,NA,psi
psi,NA,24/03/2019 10:50 am,24/03/2019 11:02 am,00:12:41,0.2115831,NA,psi
review,NA,24/03/2019 11:02 am,24/03/2019 11:05 am,00:02:35,0.0430759,NA,psi
phi,NA,24/03/2019 11:05 am,24/03/2019 11:07 am,00:01:49,0.0304143,NA,phi
theta,NA,24/03/2019 11:07 am,24/03/2019 11:45 am,00:37:50,0.6308083,NA,theta
review,NA,24/03/2019 11:46 am,24/03/2019 11:47 am,00:01:05,0.0180804,NA,psi
theta,NA,24/03/2019 11:47 am,24/03/2019 11:55 am,00:08:05,0.1347618,NA,theta
phi,NA,24/03/2019 4:27 pm,24/03/2019 4:41 pm,00:14:02,0.2339487,NA,phi
review,NA,26/03/2019 10:43 am,26/03/2019 10:53 am,00:09:51,0.1643554,NA,psi
psi,NA,26/03/2019 10:53 am,26/03/2019 11:04 am,00:10:46,0.1795112,NA,psi
review,NA,26/03/2019 11:04 am,26/03/2019 11:08 am,00:04:31,0.0753828,NA,psi
phi,NA,26/03/2019 11:08 am,26/03/2019 11:09 am,00:00:41,0.0115092,NA,phi
theta,NA,26/03/2019 11:09 am,26/03/2019 11:10 am,00:00:44,0.0123353,NA,theta
psi,NA,26/03/2019 11:10 am,26/03/2019 11:10 am,00:00:04,0.0012148,NA,psi
theta,NA,26/03/2019 11:10 am,26/03/2019 11:10 am,00:00:08,0.0023665,NA,theta
psi,NA,26/03/2019 11:10 am,26/03/2019 11:11 am,00:01:04,0.0178318,NA,psi
review,NA,26/03/2019 11:11 am,26/03/2019 11:14 am,00:02:45,0.0460749,NA,psi
phi,NA,26/03/2019 11:29 am,26/03/2019 11:34 am,00:05:38,0.0939929,NA,phi
theta,NA,26/03/2019 11:34 am,26/03/2019 11:49 am,00:15:10,0.2529053,NA,theta
review,NA,26/03/2019 11:50 am,26/03/2019 11:54 am,00:03:47,0.0630912,NA,psi
phi,NA,26/03/2019 11:54 am,26/03/2019 11:58 am,00:04:38,0.0773752,NA,phi
phi,NA,26/03/2019 12:08 pm,26/03/2019 12:31 pm,00:22:36,0.3767423,NA,phi
review,NA,26/03/2019 12:35 pm,26/03/2019 12:41 pm,00:06:02,0.100634,NA,psi
review,NA,26/03/2019 2:05 pm,26/03/2019 2:10 pm,00:05:57,0.0993716,NA,psi
review,NA,26/03/2019 2:52 pm,26/03/2019 2:58 pm,00:06:11,0.1031646,NA,psi
review,NA,26/03/2019 3:02 pm,26/03/2019 3:07 pm,00:04:47,0.0797299,NA,psi
phi,NA,26/03/2019 3:07 pm,26/03/2019 3:27 pm,00:20:09,0.3359951,NA,phi
phi,NA,26/03/2019 3:37 pm,26/03/2019 3:40 pm,00:02:38,0.044117,NA,phi
phi,NA,26/03/2019 3:46 pm,26/03/2019 3:52 pm,00:06:06,0.1019147,NA,phi
theta,NA,26/03/2019 3:52 pm,26/03/2019 4:10 pm,00:18:28,0.3080159,NA,theta
review,NA,26/03/2019 4:10 pm,26/03/2019 4:14 pm,00:04:04,0.0679621,NA,psi
housework  errands,NA,26/03/2019 7:26 pm,26/03/2019 7:47 pm,00:20:41,0.3449983,NA,wellness
review,NA,26/03/2019 7:47 pm,26/03/2019 7:52 pm,00:04:23,0.0731144,NA,psi
phi,NA,26/03/2019 7:52 pm,26/03/2019 7:55 pm,00:03:20,0.0558102,NA,phi
phi,NA,26/03/2019 8:27 pm,26/03/2019 8:27 pm,00:00:43,0.0120104,NA,phi
phi,NA,26/03/2019 8:29 pm,26/03/2019 8:31 pm,00:01:32,0.0257369,NA,phi
phi,NA,26/03/2019 9:08 pm,26/03/2019 9:12 pm,00:03:41,0.0614382,NA,phi
theta,NA,26/03/2019 9:12 pm,26/03/2019 9:18 pm,00:05:31,0.0921765,NA,theta
psi,NA,26/03/2019 9:19 pm,26/03/2019 9:21 pm,00:01:41,0.0280964,NA,psi
review,NA,26/03/2019 9:21 pm,26/03/2019 9:23 pm,00:02:07,0.035342,NA,psi
review,NA,27/03/2019 11:54 am,27/03/2019 12:02 pm,00:07:10,0.1194958,NA,psi
psi,NA,27/03/2019 12:02 pm,27/03/2019 12:05 pm,00:03:24,0.0568314,NA,psi
review,NA,27/03/2019 12:05 pm,27/03/2019 12:06 pm,00:00:39,0.0110357,NA,psi
phi,NA,27/03/2019 12:06 pm,27/03/2019 12:07 pm,00:01:30,0.0250623,NA,phi
theta,NA,27/03/2019 12:07 pm,27/03/2019 12:08 pm,00:00:29,0.0081419,NA,theta
psi,NA,27/03/2019 12:08 pm,27/03/2019 12:09 pm,00:01:50,0.0307624,NA,psi
review,NA,27/03/2019 12:09 pm,27/03/2019 12:10 pm,00:00:20,0.0056267,NA,psi
phi,NA,27/03/2019 12:10 pm,27/03/2019 12:17 pm,00:06:44,0.1124775,NA,phi
theta,NA,27/03/2019 12:17 pm,27/03/2019 12:23 pm,00:06:17,0.1047886,NA,theta
psi,NA,27/03/2019 12:23 pm,27/03/2019 12:25 pm,00:02:12,0.0369151,NA,psi
review,NA,27/03/2019 12:25 pm,27/03/2019 12:26 pm,00:00:33,0.0094278,NA,psi
phi,NA,27/03/2019 12:26 pm,27/03/2019 12:55 pm,00:29:10,0.4862009,NA,phi
review,NA,27/03/2019 12:55 pm,27/03/2019 12:55 pm,00:00:01,2.916e-4,NA,psi
phi,NA,27/03/2019 12:55 pm,27/03/2019 1:05 pm,00:09:25,0.1570951,NA,phi
review,NA,27/03/2019 1:05 pm,27/03/2019 1:05 pm,00:00:25,0.0071848,NA,psi
psi,NA,27/03/2019 4:31 pm,27/03/2019 4:46 pm,00:14:35,0.2430567,NA,psi
phi,NA,27/03/2019 5:14 pm,27/03/2019 5:27 pm,00:13:19,0.2221987,NA,phi
theta,NA,27/03/2019 5:28 pm,27/03/2019 5:34 pm,00:06:16,0.1046552,NA,theta
theta,NA,27/03/2019 5:35 pm,27/03/2019 5:39 pm,00:03:24,0.0567695,NA,theta
psi,NA,27/03/2019 5:39 pm,27/03/2019 5:39 pm,00:00:19,0.0053071,NA,psi
review,NA,27/03/2019 5:39 pm,27/03/2019 5:44 pm,00:05:23,0.0899191,NA,psi
phi,NA,27/03/2019 5:45 pm,27/03/2019 5:47 pm,00:01:40,0.0279771,NA,phi
phi,NA,27/03/2019 6:16 pm,27/03/2019 6:24 pm,00:08:07,0.1354691,NA,phi
theta,NA,28/03/2019 9:18 am,28/03/2019 9:33 am,00:14:12,0.23672290000000001,NA,theta
theta,NA,28/03/2019 9:33 am,28/03/2019 9:58 am,00:25:29,0.4249028,NA,theta
theta,NA,28/03/2019 3:32 pm,28/03/2019 4:04 pm,00:31:50,0.530597,NA,theta
theta,NA,28/03/2019 4:07 pm,28/03/2019 4:41 pm,00:34:26,0.5740918,NA,theta
theta,NA,28/03/2019 6:05 pm,28/03/2019 6:08 pm,00:02:46,0.0461606,NA,theta
theta,NA,28/03/2019 6:43 pm,28/03/2019 6:56 pm,00:12:51,0.2144183,NA,theta
theta,NA,29/03/2019 7:07 am,29/03/2019 7:34 am,00:26:57,0.4494406,NA,theta
review,NA,29/03/2019 8:44 am,29/03/2019 8:52 am,00:08:36,0.1434432,NA,psi
review,NA,29/03/2019 8:55 am,29/03/2019 8:55 am,00:00:03,8.986e-4,NA,psi
phi,NA,29/03/2019 8:55 am,29/03/2019 8:56 am,00:00:35,0.0099417,NA,phi
theta,NA,29/03/2019 9:23 am,29/03/2019 9:24 am,00:00:58,0.0161835,NA,theta
psi,NA,29/03/2019 9:24 am,29/03/2019 9:31 am,00:06:40,0.1112425,NA,psi
review,NA,29/03/2019 9:31 am,29/03/2019 9:33 am,00:02:19,0.0386777,NA,psi
review,NA,29/03/2019 9:33 am,29/03/2019 9:33 am,00:00:04,0.0011111,NA,psi
phi,NA,29/03/2019 9:33 am,29/03/2019 9:35 am,00:01:44,0.0290086,NA,phi
theta,NA,29/03/2019 9:35 am,29/03/2019 9:50 am,00:14:43,0.2454701,NA,theta
psi,NA,29/03/2019 9:50 am,29/03/2019 9:50 am,00:00:02,6.39e-4,NA,psi
review,NA,29/03/2019 9:50 am,29/03/2019 9:54 am,00:04:40,0.0778954,NA,psi
review,NA,29/03/2019 9:57 am,29/03/2019 9:59 am,00:01:37,0.0271861,NA,psi
phi,NA,29/03/2019 10:48 am,29/03/2019 10:54 am,00:06:23,0.1064484,NA,phi
review,NA,29/03/2019 10:54 am,29/03/2019 10:57 am,00:02:22,0.0395624,NA,psi
review,NA,29/03/2019 10:57 am,29/03/2019 11:08 am,00:11:05,0.184888,NA,psi
review,NA,29/03/2019 11:11 am,29/03/2019 11:15 am,00:04:09,0.0692583,NA,psi
psi,NA,29/03/2019 7:40 pm,29/03/2019 7:47 pm,00:07:03,0.1177049,NA,psi
review,NA,30/03/2019 12:30 pm,30/03/2019 12:37 pm,00:07:05,0.1181989,NA,psi
review,NA,30/03/2019 12:45 pm,30/03/2019 12:51 pm,00:06:01,0.1005423,NA,psi
psi,NA,30/03/2019 1:24 pm,30/03/2019 1:31 pm,00:06:34,0.1094612,NA,psi
review,NA,30/03/2019 1:31 pm,30/03/2019 1:34 pm,00:03:08,0.0524032,NA,psi
phi,NA,30/03/2019 1:34 pm,30/03/2019 1:34 pm,00:00:28,0.0080207,NA,phi
theta,NA,30/03/2019 1:34 pm,30/03/2019 1:35 pm,00:00:43,0.0119824,NA,theta
phi,NA,30/03/2019 1:35 pm,30/03/2019 1:35 pm,00:00:03,9.314e-4,NA,phi
review,NA,30/03/2019 1:35 pm,30/03/2019 1:35 pm,00:00:12,0.0035295,NA,psi
phi,NA,30/03/2019 1:35 pm,30/03/2019 1:46 pm,00:10:07,0.1688214,NA,phi
theta,NA,30/03/2019 2:02 pm,30/03/2019 2:22 pm,00:20:03,0.3342171,NA,theta
review,NA,30/03/2019 2:22 pm,30/03/2019 2:34 pm,00:12:16,0.2045183,NA,psi
housework  errands,NA,30/03/2019 2:35 pm,30/03/2019 2:35 pm,00:00:25,0.0070761,NA,wellness
phi,NA,30/03/2019 2:47 pm,30/03/2019 2:59 pm,00:11:31,0.1921413,NA,phi
phi,NA,30/03/2019 2:59 pm,30/03/2019 3:02 pm,00:03:21,0.0558418,NA,phi
phi,NA,30/03/2019 3:02 pm,30/03/2019 3:20 pm,00:17:51,0.2975036,NA,phi
review,NA,30/03/2019 3:29 pm,30/03/2019 3:31 pm,00:02:19,0.0388217,NA,psi
phi,NA,30/03/2019 3:31 pm,30/03/2019 3:54 pm,00:22:53,0.3816194,NA,phi
theta,NA,30/03/2019 3:54 pm,30/03/2019 4:03 pm,00:08:59,0.1498402,NA,theta
psi,NA,30/03/2019 4:03 pm,30/03/2019 4:17 pm,00:13:32,0.2256307,NA,psi
review,NA,30/03/2019 4:17 pm,30/03/2019 4:20 pm,00:03:34,0.0595935,NA,psi
psi,NA,30/03/2019 4:20 pm,30/03/2019 4:26 pm,00:05:32,0.0923692,NA,psi
review,NA,30/03/2019 4:26 pm,30/03/2019 4:29 pm,00:02:47,0.0465328,NA,psi
phi,NA,30/03/2019 5:34 pm,30/03/2019 5:56 pm,00:22:16,0.371351,NA,phi
theta,NA,30/03/2019 5:56 pm,30/03/2019 5:56 pm,00:00:04,0.0012048,NA,theta
phi,NA,30/03/2019 5:56 pm,30/03/2019 6:16 pm,00:19:29,0.3249454,NA,phi
theta,NA,30/03/2019 6:48 pm,30/03/2019 6:53 pm,00:05:14,0.0874703,NA,theta
psi,NA,30/03/2019 6:53 pm,30/03/2019 7:06 pm,00:12:25,0.2071278,NA,psi
review,NA,30/03/2019 7:06 pm,30/03/2019 7:12 pm,00:06:22,0.1061153,NA,psi
review,NA,31/03/2019 8:46 am,31/03/2019 8:56 am,00:09:51,0.1642127,NA,psi
psi,NA,31/03/2019 8:56 am,31/03/2019 9:10 am,00:13:49,0.2303079,NA,psi
review,NA,31/03/2019 9:10 am,31/03/2019 9:16 am,00:06:08,0.1023085,NA,psi
phi,NA,31/03/2019 9:16 am,31/03/2019 9:21 am,00:05:33,0.092654,NA,phi
theta,NA,31/03/2019 9:21 am,31/03/2019 9:22 am,00:00:44,0.0122947,NA,theta
review,NA,31/03/2019 9:22 am,31/03/2019 9:23 am,00:00:51,0.0143113,NA,psi
theta,NA,31/03/2019 9:23 am,31/03/2019 9:23 am,00:00:00,2.106e-4,NA,theta
phi,NA,31/03/2019 9:23 am,31/03/2019 9:57 am,00:34:09,0.569335,NA,phi
theta,NA,31/03/2019 9:57 am,31/03/2019 10:06 am,00:09:08,0.1524236,NA,theta
review,NA,31/03/2019 10:06 am,31/03/2019 10:08 am,00:01:51,0.0308728,NA,psi
phi,NA,31/03/2019 10:56 am,31/03/2019 11:08 am,00:12:27,0.207713,NA,phi
review,NA,31/03/2019 11:08 am,31/03/2019 11:08 am,00:00:02,7.294e-4,NA,psi
